source,date,author,text,topic
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-07T06:02:55Z,ETF Daily News,"Best Green Energy Stocks To Keep An Eye On – June 5th Darling Ingredients, Nuvve, and NWTN are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of publicly traded companies involved in producing or supporting renewable and low-carbon ener…",bioenergy
newsapi,2025-05-25T06:04:50Z,ETF Daily News,"Green Energy Stocks To Follow Today – May 23rd Darling Ingredients, NWTN, and Mercer International are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of publicly traded companies whose core business involves the production, distr…",bioenergy
newsapi,2025-05-26T06:06:47Z,ETF Daily News,"Top Green Energy Stocks To Watch Now – May 24th Darling Ingredients, Mercer International, and NWTN are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies whose primary business involves renewable or low-carbon energy pro…",bioenergy
newsapi,2025-06-08T06:02:49Z,ETF Daily News,"Green Energy Stocks To Research – June 6th Darling Ingredients, Nuvve, Mercer International, NWTN, Richardson Electronics, NWTN, and Nuvve are the seven Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies engaged in the develop…",bioenergy
newsapi,2025-06-04T05:34:50Z,ETF Daily News,"Ørsted A/S (OTCMKTS:DOGEF) Stock Price Down 2% – Here’s Why Ørsted A/S (OTCMKTS:DOGEF – Get Free Report)’s share price traded down 2% during mid-day trading on Tuesday . The company traded as low as $40.40 and last traded at $40.40. 4 shares traded hands during mid-day trading, a decline of 99% from the average sessio…",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-05-22T15:53:14Z,Forbes,"Nature’s Comeback: Why Clean Energy Is Biodiversity’s Best Ally Fossil fuels are accelerating biodiversity loss. Explore how clean energy can restore ecosystems, with case studies and strategies for a livable, biodiverse future.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
newsapi,2025-06-18T10:00:00Z,GlobeNewswire,"TMD Energy Limited Enters into Strategic Memorandum of Agreement to Advance Green Bioenergy Collaboration KUALA LUMPUR, MALAYSIA, June 18, 2025 (GLOBE NEWSWIRE) -- TMD Energy Limited (the “Company” or “TMDEL”) (NYSE American: TMDE), together with its subsidiaries is a Malaysia and Singapore based services provider engaged in integrated bunkering services which in…",bioenergy
newsapi,2025-06-17T06:02:48Z,ETF Daily News,"Green Energy Stocks To Consider – June 15th Darling Ingredients, Nuvve, and Mercer International are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies that develop, produce or distribute renewable and low-carbon powe…",bioenergy
newsapi,2025-06-04T05:34:50Z,ETF Daily News,"Ørsted A/S (OTCMKTS:DOGEF) Stock Price Down 2% – Here’s Why Ørsted A/S (OTCMKTS:DOGEF – Get Free Report)’s share price traded down 2% during mid-day trading on Tuesday . The company traded as low as $40.40 and last traded at $40.40. 4 shares traded hands during mid-day trading, a decline of 99% from the average sessio…",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-06-23T08:35:02Z,Barchart.com,"Is Bunge Global Stock Underperforming the S&P 500? Bunge Global has underperformed the broader S&P 500 Index over the past year, and analysts remain moderately bullish on the stock’s prospects.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
newsapi,2025-06-18T10:00:00Z,GlobeNewswire,"TMD Energy Limited Enters into Strategic Memorandum of Agreement to Advance Green Bioenergy Collaboration KUALA LUMPUR, MALAYSIA, June 18, 2025 (GLOBE NEWSWIRE) -- TMD Energy Limited (the “Company” or “TMDEL”) (NYSE American: TMDE), together with its subsidiaries is a Malaysia and Singapore based services provider engaged in integrated bunkering services which in…",bioenergy
newsapi,2025-06-23T05:00:38Z,EURACTIV,"Heating Optimisation: Local Solutions and Incentives to cut CO2 [Promoted content] Optimising heating is crucial for reducing Europe’s emissions. A new study shows that replacing fossil fuels with renewable sources, especially biomass, is a cost-effective way to decarbonise. The upcoming Heating and Cooling Strategy should prioritise this o…",bioenergy
newsapi,2025-06-17T06:02:48Z,ETF Daily News,"Green Energy Stocks To Consider – June 15th Darling Ingredients, Nuvve, and Mercer International are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies that develop, produce or distribute renewable and low-carbon powe…",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-06-23T08:35:02Z,Barchart.com,"Is Bunge Global Stock Underperforming the S&P 500? Bunge Global has underperformed the broader S&P 500 Index over the past year, and analysts remain moderately bullish on the stock’s prospects.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
newsapi,2025-06-18T10:00:00Z,GlobeNewswire,"TMD Energy Limited Enters into Strategic Memorandum of Agreement to Advance Green Bioenergy Collaboration KUALA LUMPUR, MALAYSIA, June 18, 2025 (GLOBE NEWSWIRE) -- TMD Energy Limited (the “Company” or “TMDEL”) (NYSE American: TMDE), together with its subsidiaries is a Malaysia and Singapore based services provider engaged in integrated bunkering services which in…",bioenergy
newsapi,2025-06-23T05:00:38Z,EURACTIV,"Heating Optimisation: Local Solutions and Incentives to cut CO2 [Promoted content] Optimising heating is crucial for reducing Europe’s emissions. A new study shows that replacing fossil fuels with renewable sources, especially biomass, is a cost-effective way to decarbonise. The upcoming Heating and Cooling Strategy should prioritise this o…",bioenergy
newsapi,2025-06-17T06:02:48Z,ETF Daily News,"Green Energy Stocks To Consider – June 15th Darling Ingredients, Nuvve, and Mercer International are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies that develop, produce or distribute renewable and low-carbon powe…",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-06-23T08:35:02Z,Barchart.com,"Is Bunge Global Stock Underperforming the S&P 500? Bunge Global has underperformed the broader S&P 500 Index over the past year, and analysts remain moderately bullish on the stock’s prospects.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
newsapi,2025-06-18T10:00:00Z,GlobeNewswire,"TMD Energy Limited Enters into Strategic Memorandum of Agreement to Advance Green Bioenergy Collaboration KUALA LUMPUR, MALAYSIA, June 18, 2025 (GLOBE NEWSWIRE) -- TMD Energy Limited (the “Company” or “TMDEL”) (NYSE American: TMDE), together with its subsidiaries is a Malaysia and Singapore based services provider engaged in integrated bunkering services which in…",bioenergy
newsapi,2025-06-23T05:00:38Z,EURACTIV,"Heating Optimisation: Local Solutions and Incentives to cut CO2 [Promoted content] Optimising heating is crucial for reducing Europe’s emissions. A new study shows that replacing fossil fuels with renewable sources, especially biomass, is a cost-effective way to decarbonise. The upcoming Heating and Cooling Strategy should prioritise this o…",bioenergy
newsapi,2025-06-17T06:02:48Z,ETF Daily News,"Green Energy Stocks To Consider – June 15th Darling Ingredients, Nuvve, and Mercer International are the three Green Energy stocks to watch today, according to MarketBeat’s stock screener tool. Green energy stocks are shares of companies that develop, produce or distribute renewable and low-carbon powe…",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-06-23T08:35:02Z,Barchart.com,"Is Bunge Global Stock Underperforming the S&P 500? Bunge Global has underperformed the broader S&P 500 Index over the past year, and analysts remain moderately bullish on the stock’s prospects.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-25T06:18:00Z,The Star Online,"Sabah's energy sector sees promising transformation under ECoS KOTA KINABALU: Just over a year since assuming regulatory control, the Energy Commission of Sabah (ECoS) is beginning to see tangible progress in stabilising, reforming, and future-proofing the state's energy sector. Read full story",bioenergy
newsapi,2025-06-26T12:10:37Z,just-style.com,"Bangladesh on path to sustainable apparel manufacture Cascale, previously known as the Sustainable Apparel Coalition, has investigated Bangladesh's advancements and its capacity to foster sustainable development...",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-26T23:00:00Z,Royal Society of Chemistry,"The importance of ester cleavage in the butylamine pretreatment of hybrid poplar Green Chem., 2025, Advance ArticleDOI: 10.1039/D5GC01795E, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Joseph M. Palasz, Anagha Krishnamoorthy, Raynald A. Giovine, Xueli Chen, Venkataramana Pidata…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
newsapi,2025-06-10T10:42:00Z,Yahoo Entertainment,"BTS Bioenergy charts new path, scraps California digester project None",bioenergy
newsapi,2025-06-23T08:35:02Z,Barchart.com,"Is Bunge Global Stock Underperforming the S&P 500? Bunge Global has underperformed the broader S&P 500 Index over the past year, and analysts remain moderately bullish on the stock’s prospects.",bioenergy
newsapi,2025-06-18T15:09:23Z,Live Science,"Covering poop lagoons with a tarp could cut 80% of methane emissions from dairy farms ""Digesters"" that convert methane from manure ponds into fuel can dramatically reduce emissions of this potent greenhouse gas on dairy farms, scientists have found.",bioenergy
newsapi,2025-06-25T06:18:00Z,The Star Online,"Sabah's energy sector sees promising transformation under ECoS KOTA KINABALU: Just over a year since assuming regulatory control, the Energy Commission of Sabah (ECoS) is beginning to see tangible progress in stabilising, reforming, and future-proofing the state's energy sector. Read full story",bioenergy
newsapi,2025-06-26T12:10:37Z,just-style.com,"Bangladesh on path to sustainable apparel manufacture Cascale, previously known as the Sustainable Apparel Coalition, has investigated Bangladesh's advancements and its capacity to foster sustainable development...",bioenergy
newsapi,2025-06-03T23:00:00Z,Royal Society of Chemistry,"Activated carbon derived from shrimp waste enhanced by ball milling: a green solution for CO2 capture and waste valorization Nanoscale, 2025, Advance ArticleDOI: 10.1039/D5NR00725A, PaperHaif Aljomard, Omar Awayssa, Chaouki GhenaiShrimp waste-derived biochar (BC), pretreated with HCl, was chemically activated with KOH at varying mass ratios and subjected to ball milling to engineer…",bioenergy
newsapi,2025-06-01T09:32:17Z,BusinessLine,"IBA collaborates with Indian Oil to develop bioenergy, bio-hydrogen sector IOCL and IBA to create a knowledge centre for backing initiatives mutual to both entities and assign resources to boost biofuels industry in India",bioenergy
newsapi,2025-06-14T07:38:45Z,ETF Daily News,"Alliance Bioenergy Plus (OTCMKTS:ALLM) Stock Crosses Above Fifty Day Moving Average – Here’s Why Alliance Bioenergy Plus, Inc. (OTCMKTS:ALLM – Get Free Report)’s share price passed above its 50-day moving average during trading on Friday . The stock has a 50-day moving average of $0.28 and traded as high as $0.30. Alliance Bioenergy Plus shares last trad…",bioenergy
newsapi,2025-06-26T23:00:00Z,Royal Society of Chemistry,"The importance of ester cleavage in the butylamine pretreatment of hybrid poplar Green Chem., 2025, Advance ArticleDOI: 10.1039/D5GC01795E, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Joseph M. Palasz, Anagha Krishnamoorthy, Raynald A. Giovine, Xueli Chen, Venkataramana Pidata…",bioenergy
newsapi,2025-06-17T23:00:00Z,Royal Society of Chemistry,"Adsorption and Electron Transfer of Metal-reducing Decaheme Cytochrome Protein MtrF on Iron Oxide Nanoparticle Surfaces Nanoscale, 2025, Accepted ManuscriptDOI: 10.1039/D5NR01891A, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Jiahuiyu Fang, Pranab Sarker, Xiaoxue Qin, Shuting Zhang, Zheng Size, Tao WeiDissimilatory …",bioenergy
